id_estudiante,edad,sexo,semestre,estrato,trabaja,horas_trabajo_semana,beca,acceso_internet,promedio_acumulado,asistencia,horas_estudio_semana,talleres_entregados,proyectos_entregados,horas_programacion,participacion_clase,horas_sueno,uso_redes_sociales,nivel_estres,uso_herramientas_IA,aprueba_asignatura
197,18,Masculino,4,2,Sí,48,Sí,No,3.42,70.1,16.4,76.2,81.9,8.2,7.0,6.0,1.0,10,1.7,Sí
198,35,Masculino,3,1,Sí,37,No,Sí,3.6,73.0,10.8,77.9,70.6,6.5,6.1,8.3,3.9,3,4.0,Sí
199,19,Masculino,2,3,No,0,No,Sí,4.14,80.0,21.9,82.1,90.1,11.2,8.6,8.0,4.0,2,5.1,Sí
200,34,Masculino,9,4,No,0,No,Sí,3.75,68.2,10.2,55.1,64.4,7.0,8.1,6.6,2.1,3,5.1,Sí
201,18,Masculino,1,5,No,0,No,Sí,3.34,92.4,9.0,72.3,47.3,5.0,9.7,4.3,2.2,3,3.7,No
202,34,Masculino,7,3,No,0,Sí,Sí,3.38,75.0,5.4,82.2,83.7,3.8,7.3,6.7,2.0,7,1.6,No
203,35,Femenino,5,3,Sí,39,No,Sí,3.16,65.4,6.0,71.4,86.3,4.0,7.0,5.6,2.0,5,3.9,No
204,22,Femenino,8,2,Sí,42,No,Sí,2.76,74.4,7.0,66.4,59.7,3.1,6.7,4.2,2.3,4,4.5,No
205,35,Masculino,4,3,No,0,No,Sí,3.45,81.2,10.0,84.0,62.7,7.9,9.1,7.5,3.6,2,5.4,No
206,24,Masculino,7,3,No,0,No,No,3.5,74.4,8.0,72.7,72.4,6.2,8.5,8.6,5.1,5,6.4,No
207,16,Femenino,5,3,No,0,No,Sí,3.58,41.7,20.4,50.4,61.2,18.2,4.1,6.7,3.0,3,4.4,No
208,23,Masculino,5,3,No,0,Sí,Sí,3.26,86.5,10.2,87.1,91.1,4.1,8.8,7.1,5.7,4,4.2,Sí
209,22,Masculino,9,2,No,0,Sí,Sí,3.3,82.4,9.6,89.6,89.8,7.8,7.0,8.4,9.8,5,3.7,No
210,33,Femenino,9,2,No,0,No,No,3.81,74.4,12.9,69.5,60.2,10.6,8.2,7.0,3.7,4,4.9,Sí
211,23,Masculino,9,3,Sí,15,No,Sí,3.16,70.8,14.3,73.1,62.1,9.8,6.8,6.1,2.9,6,6.9,No
212,16,Femenino,6,2,No,0,Sí,Sí,3.16,61.3,4.6,58.0,59.9,2.7,3.1,4.1,0.9,1,2.9,No
213,26,Femenino,6,2,No,0,No,Sí,4.54,90.9,8.8,85.9,85.3,7.7,9.2,7.8,4.1,4,1.1,Sí
214,33,Masculino,5,6,Sí,32,No,Sí,3.49,92.8,6.8,74.1,82.7,6.0,9.2,7.3,3.1,7,5.4,Sí
215,25,Masculino,9,3,No,0,No,Sí,4.05,76.2,9.3,83.6,88.0,6.4,6.4,7.9,3.1,4,7.4,Sí
216,18,Masculino,10,3,Sí,31,No,Sí,2.32,40.0,6.0,54.0,46.6,3.1,5.2,3.9,2.7,6,5.6,No
217,22,Femenino,8,5,No,0,No,Sí,4.26,93.0,18.3,81.9,84.5,14.5,8.8,9.3,2.4,7,3.0,Sí
218,31,Femenino,7,6,Sí,40,No,Sí,3.56,73.0,8.4,78.6,79.5,3.0,6.5,5.9,1.8,8,4.8,Sí
219,31,Femenino,7,3,No,0,No,Sí,4.06,86.8,12.3,92.0,75.3,5.8,10.0,8.1,4.5,3,5.1,Sí
220,35,Masculino,6,4,Sí,18,No,No,3.34,63.1,7.5,59.0,54.8,6.7,6.8,4.5,0.8,3,6.4,No
221,32,Femenino,5,3,No,0,No,Sí,3.95,85.8,6.1,79.9,80.5,4.8,7.4,5.9,3.7,5,3.3,Sí
222,17,Femenino,4,3,Sí,12,Sí,Sí,3.81,93.8,10.3,100.0,98.9,8.9,9.4,6.1,1.4,5,8.1,Sí
223,16,Femenino,3,3,Sí,44,Sí,Sí,3.37,84.7,10.2,93.3,96.5,6.7,7.6,5.6,5.7,8,4.2,Sí
224,31,Femenino,3,4,No,0,No,Sí,3.05,63.6,13.1,67.2,68.0,7.1,4.9,5.8,2.5,3,3.7,No
225,27,Femenino,6,4,No,0,No,Sí,3.19,40.0,10.5,35.8,39.2,9.3,2.4,8.7,4.0,1,5.6,No
226,20,Femenino,4,3,Sí,40,No,Sí,2.76,54.9,5.0,63.6,65.3,2.4,6.3,6.4,3.3,7,2.2,No
227,20,Masculino,6,2,Sí,43,No,Sí,3.93,97.8,3.4,91.1,90.9,2.6,8.9,9.4,5.5,6,9.1,Sí
228,24,Masculino,3,3,No,0,No,Sí,3.07,84.3,6.3,95.7,97.2,4.0,7.3,8.1,7.6,2,5.9,Sí
229,24,Masculino,4,2,No,0,No,Sí,3.38,78.8,7.1,91.8,88.2,3.1,7.6,4.4,5.4,4,4.4,Sí
230,18,Femenino,9,3,No,0,No,Sí,3.16,70.7,2.1,80.2,76.0,0.7,10.0,6.4,4.1,5,3.0,No
231,34,Masculino,5,4,Sí,41,No,Sí,3.64,72.7,19.4,75.5,76.5,10.3,7.9,6.3,2.6,10,4.6,No
232,31,Femenino,7,4,No,0,Sí,Sí,4.35,95.6,11.0,75.3,55.2,6.9,10.0,5.7,3.8,1,6.9,Sí
233,31,Femenino,10,4,Sí,30,No,Sí,4.15,93.7,4.9,92.2,88.5,2.0,8.3,8.3,5.0,5,4.2,Sí
234,18,Femenino,2,5,Sí,42,No,Sí,4.09,89.6,16.9,100.0,92.9,9.3,9.5,7.8,2.5,6,3.5,Sí
235,35,Masculino,5,3,No,0,No,Sí,3.97,85.8,16.7,93.3,85.0,11.2,8.6,9.4,3.1,10,6.4,Sí
236,16,Masculino,9,4,No,0,No,Sí,3.89,83.5,12.3,87.0,83.9,9.0,7.5,6.2,2.1,4,2.9,Sí
237,35,Masculino,3,3,No,0,No,Sí,3.85,54.5,21.4,49.1,35.7,7.1,5.2,7.3,4.6,5,5.5,No
238,26,Femenino,9,2,Sí,37,No,Sí,2.81,68.1,1.1,76.3,73.2,0.8,6.1,6.4,3.9,7,5.8,No
239,32,Femenino,6,1,Sí,40,No,Sí,3.94,89.5,10.1,76.9,79.2,3.4,9.1,6.3,1.6,5,5.8,Sí
240,23,Femenino,4,2,Sí,30,Sí,Sí,3.65,63.5,7.1,62.1,72.6,2.2,6.1,7.8,3.6,6,5.9,No
241,19,Masculino,7,3,No,0,No,Sí,4.4,79.3,17.2,93.2,100.0,6.7,7.2,9.4,2.7,6,3.1,Sí
242,21,Femenino,8,3,Sí,24,Sí,Sí,3.44,82.3,10.2,75.8,57.5,7.1,8.0,8.0,3.2,4,4.6,Sí
243,23,Femenino,6,4,Sí,23,No,Sí,3.73,79.4,16.5,84.3,74.9,5.5,9.0,7.9,2.1,3,4.5,Sí
244,35,Masculino,5,2,Sí,28,Sí,Sí,4.19,93.6,13.0,79.6,76.5,4.1,8.0,6.7,5.8,6,5.3,Sí
245,18,Femenino,6,2,No,0,No,Sí,3.83,71.8,15.2,66.5,67.9,5.6,6.5,7.8,2.2,4,1.4,No
246,31,Masculino,5,6,Sí,15,Sí,No,3.87,76.7,14.2,78.1,81.8,12.4,8.1,8.2,8.7,1,2.2,Sí
247,18,Masculino,8,2,No,0,Sí,Sí,3.59,58.4,23.8,61.2,55.1,20.1,5.1,5.8,3.2,8,9.3,No
248,33,Femenino,1,3,Sí,46,No,No,3.86,87.9,7.1,100.0,74.7,2.5,10.0,6.8,2.6,8,6.5,Sí
249,29,Masculino,7,3,No,0,No,Sí,3.37,80.6,9.1,76.6,87.0,4.4,9.5,6.4,3.8,2,4.6,Sí
250,33,Femenino,10,3,Sí,43,Sí,Sí,3.37,74.2,13.1,79.0,84.0,11.4,8.9,6.0,3.5,5,5.2,Sí
251,17,Femenino,10,2,No,0,No,Sí,3.47,77.4,17.8,81.9,89.0,6.4,8.5,8.0,8.1,4,9.0,Sí
252,18,Masculino,2,1,No,0,No,Sí,2.92,68.9,15.2,64.2,62.1,5.4,8.1,6.5,3.8,5,1.3,No
253,31,Masculino,9,2,Sí,27,No,Sí,3.86,72.1,12.9,79.7,83.2,4.5,7.2,7.4,1.2,3,5.2,Sí
254,24,Masculino,1,3,No,0,Sí,Sí,2.95,46.6,9.0,52.0,32.0,8.0,4.0,7.4,2.2,3,4.3,No
255,19,Masculino,10,3,No,0,No,Sí,3.69,70.8,12.9,68.7,58.0,9.6,6.5,6.5,4.5,4,7.5,Sí
256,16,Masculino,6,2,No,0,Sí,Sí,2.5,55.0,4.2,56.5,68.5,1.8,3.6,5.1,2.8,5,6.1,No
257,19,Masculino,9,3,No,0,No,Sí,2.81,57.6,7.5,49.9,50.2,2.5,5.3,6.4,2.3,2,9.3,No
258,16,Masculino,1,4,Sí,23,Sí,Sí,4.66,88.3,19.1,81.3,100.0,16.8,8.5,7.4,2.1,1,6.6,Sí
259,29,Masculino,4,1,Sí,37,No,Sí,3.65,62.8,18.7,62.7,52.9,10.4,6.1,7.2,1.9,9,4.1,No
260,31,Masculino,4,3,Sí,33,Sí,Sí,3.24,74.4,17.0,80.3,100.0,11.2,10.0,4.5,3.4,7,4.5,Sí
261,35,Femenino,9,4,Sí,22,No,Sí,3.8,58.8,21.0,56.2,83.1,9.8,5.0,7.8,2.2,3,6.4,No
262,23,Femenino,5,2,Sí,21,No,Sí,3.0,40.0,13.9,35.1,28.6,10.5,3.7,6.1,5.9,3,7.9,No
263,22,Masculino,5,3,Sí,28,Sí,Sí,4.75,92.8,17.8,91.0,86.4,7.4,10.0,7.5,2.0,2,3.6,Sí
264,18,Masculino,6,3,Sí,30,Sí,Sí,4.13,55.3,24.6,61.9,74.4,19.0,4.7,7.8,1.6,2,5.5,Sí
265,32,Femenino,1,5,No,0,No,Sí,4.01,87.3,8.8,76.4,70.8,3.9,7.5,7.4,3.0,1,1.1,Sí
266,16,Femenino,1,4,Sí,28,No,Sí,3.9,81.8,5.3,88.7,86.0,1.9,7.9,9.1,1.1,1,4.4,Sí
267,31,Femenino,9,3,Sí,33,No,Sí,3.76,93.8,5.5,97.9,90.5,3.2,8.5,8.0,0.9,8,8.5,Sí
268,27,Femenino,3,4,No,0,No,Sí,2.33,43.0,17.6,32.2,25.1,13.9,5.6,6.3,4.1,3,8.0,No
269,34,Masculino,4,3,Sí,37,No,Sí,4.18,93.3,35.0,91.5,92.6,18.6,9.5,6.4,3.1,10,6.5,Sí
270,29,Masculino,1,4,Sí,27,No,Sí,3.81,88.5,19.0,93.6,90.9,6.0,7.5,6.7,1.1,5,8.6,Sí
271,21,Masculino,9,3,Sí,45,Sí,Sí,2.55,45.3,6.2,30.0,9.2,3.9,4.9,6.4,3.1,3,4.5,No
272,21,Masculino,8,2,No,0,No,Sí,3.7,92.1,7.5,83.8,98.2,5.3,9.4,7.2,2.6,5,4.9,Sí
273,28,Masculino,2,4,No,0,Sí,Sí,3.79,95.9,15.3,83.7,99.7,11.4,7.9,5.4,1.4,7,4.4,Sí
274,34,Masculino,8,3,Sí,13,No,No,3.38,80.3,6.0,75.7,80.8,3.2,8.6,8.5,4.3,4,6.3,No
275,23,Masculino,7,3,No,0,No,Sí,4.16,98.1,11.7,100.0,100.0,4.2,10.0,6.8,6.4,3,10.0,Sí
276,17,Femenino,6,5,No,0,No,Sí,4.01,89.7,8.7,96.1,86.7,5.7,7.4,8.4,7.9,1,5.7,Sí
277,16,Femenino,1,1,No,0,No,Sí,3.55,91.7,12.5,87.7,83.0,6.2,7.7,5.4,3.5,8,2.7,Sí
278,30,Masculino,7,3,No,0,No,Sí,3.0,58.1,9.2,66.3,77.2,8.0,5.4,5.4,3.0,8,2.8,No
279,16,Femenino,10,1,No,0,No,Sí,2.85,54.9,12.7,60.3,66.2,7.6,4.7,8.1,7.3,3,3.3,No
280,20,Masculino,7,4,Sí,12,Sí,Sí,2.53,40.0,15.0,50.2,54.8,8.8,4.7,6.0,3.4,3,3.4,No
281,31,Femenino,9,4,Sí,11,No,Sí,3.94,82.0,13.4,81.3,86.3,6.5,7.7,5.6,2.5,3,3.2,Sí
282,34,Masculino,1,3,No,0,No,Sí,4.58,91.2,8.0,95.5,100.0,4.0,8.9,8.2,2.2,4,5.4,Sí
283,19,Femenino,2,4,No,0,No,Sí,3.46,81.2,9.0,100.0,100.0,5.5,6.8,5.8,4.0,3,2.1,Sí
284,18,Femenino,9,3,No,0,Sí,Sí,4.68,86.6,18.0,84.1,91.0,8.7,9.8,6.8,1.3,3,6.0,Sí
285,32,Masculino,9,4,No,0,Sí,Sí,2.97,71.6,1.2,71.1,67.6,1.0,6.2,6.2,5.4,3,7.0,No
286,32,Masculino,6,3,No,0,Sí,Sí,4.15,95.1,14.4,93.8,100.0,8.1,8.3,7.7,1.5,2,3.8,Sí
287,27,Masculino,6,3,Sí,36,Sí,Sí,3.87,84.7,8.1,84.0,79.1,3.9,8.5,7.1,2.0,6,5.7,Sí
288,29,Masculino,4,5,No,0,No,Sí,3.71,83.8,22.0,88.3,79.6,8.7,9.7,7.9,3.5,3,6.3,Sí
289,21,Masculino,4,2,No,0,No,Sí,3.59,94.0,16.7,94.5,88.9,11.7,9.9,5.4,7.2,3,6.8,Sí
290,18,Femenino,5,2,No,0,No,Sí,3.62,96.9,3.8,86.0,74.0,1.2,9.0,7.1,2.6,2,5.2,Sí
291,24,Masculino,3,3,No,0,No,Sí,2.84,51.2,7.1,51.3,57.1,4.0,4.6,6.9,1.8,2,3.1,No
292,20,Femenino,1,6,No,0,No,Sí,3.75,89.1,15.9,84.9,84.8,10.0,7.3,5.9,5.1,1,5.2,Sí
293,32,Femenino,1,3,Sí,13,Sí,Sí,3.65,68.3,17.5,54.5,65.7,8.8,9.1,5.6,2.4,2,4.7,No
294,29,Masculino,7,1,No,0,No,Sí,3.79,80.2,3.6,89.4,64.9,2.7,9.9,6.7,1.3,4,5.3,Sí
295,18,Masculino,1,3,Sí,24,No,Sí,3.53,82.5,1.1,78.2,80.3,0.8,8.6,6.5,4.1,3,3.0,Sí
296,16,Masculino,1,3,No,0,Sí,Sí,2.96,51.2,7.1,54.3,51.7,6.3,5.1,8.2,2.7,1,2.0,No
297,35,Femenino,3,2,No,0,No,Sí,4.51,88.8,7.9,63.5,60.1,4.8,7.5,7.8,2.7,2,1.0,Sí
298,16,Masculino,10,4,Sí,28,No,No,3.11,48.2,5.2,52.2,41.8,3.3,4.6,6.0,4.3,1,1.5,No
299,18,Femenino,4,6,No,0,Sí,Sí,3.75,94.4,10.2,91.9,92.4,4.5,10.0,6.5,4.5,4,1.4,Sí
300,33,Femenino,4,3,Sí,48,Sí,Sí,3.46,53.6,10.2,41.1,33.5,5.4,6.2,7.5,2.1,8,7.0,No
301,25,Masculino,2,3,Sí,19,No,Sí,3.61,79.7,14.7,75.3,90.5,4.7,7.4,7.6,3.2,4,5.5,Sí
302,18,Masculino,1,3,Sí,47,Sí,Sí,3.95,79.5,6.5,74.0,80.3,4.6,8.9,8.2,1.4,5,5.1,Sí
303,23,Femenino,3,2,No,0,No,Sí,3.12,88.1,2.2,94.1,100.0,1.1,10.0,6.7,2.6,1,4.3,Sí
304,29,Femenino,4,5,No,0,Sí,Sí,3.83,91.4,9.2,92.1,74.7,5.7,9.2,7.0,1.9,3,1.2,Sí
305,33,Masculino,3,3,No,0,No,Sí,3.27,72.8,3.3,60.6,69.5,1.5,8.5,4.7,2.7,4,5.8,No
306,30,Masculino,8,3,Sí,14,No,Sí,3.42,77.2,14.8,80.7,88.6,9.9,9.7,5.5,2.4,5,5.5,Sí
307,17,Femenino,10,4,No,0,No,Sí,4.04,84.0,18.0,67.5,63.4,10.2,10.0,7.9,2.7,4,5.1,Sí
308,25,Masculino,1,3,No,0,No,Sí,3.21,66.8,9.4,57.8,56.0,5.5,6.0,5.5,1.3,1,3.5,No
309,17,Femenino,2,4,Sí,28,Sí,Sí,3.46,93.9,6.1,94.0,84.2,5.3,9.9,4.8,1.6,4,3.6,Sí
310,32,Masculino,7,1,Sí,40,No,Sí,3.4,94.8,5.9,89.8,86.8,4.2,10.0,7.7,2.7,10,6.0,Sí
311,23,Masculino,4,4,Sí,48,No,Sí,3.71,67.4,16.4,76.9,82.5,7.5,6.7,6.3,6.3,5,3.5,No
312,16,Femenino,8,5,No,0,Sí,Sí,3.65,98.6,13.8,100.0,93.3,8.3,10.0,5.8,4.3,2,7.1,Sí
313,24,Masculino,3,4,No,0,Sí,Sí,3.77,91.8,16.0,96.8,97.2,9.3,9.2,5.0,3.7,5,8.2,Sí
314,26,Masculino,6,5,No,0,No,Sí,3.65,90.4,11.3,95.8,100.0,8.7,8.9,5.0,2.2,9,7.2,Sí
315,31,Masculino,9,2,Sí,15,No,Sí,3.52,91.1,7.2,87.5,77.7,5.8,7.5,6.3,1.9,4,5.2,Sí
316,22,Masculino,1,3,No,0,No,Sí,3.01,79.8,4.9,71.3,74.6,2.3,6.0,6.6,4.1,3,4.8,No
317,25,Femenino,1,3,Sí,45,No,Sí,4.31,90.8,20.1,90.4,80.0,16.0,8.7,8.3,1.7,5,5.2,Sí
318,18,Masculino,8,3,Sí,36,No,Sí,3.35,90.9,8.6,97.8,83.0,3.5,5.6,6.6,6.8,6,6.4,Sí
319,33,Masculino,3,3,No,0,No,Sí,4.49,83.2,25.7,81.4,89.4,19.4,9.8,6.4,2.9,3,7.9,Sí
320,28,Femenino,5,3,Sí,14,No,Sí,2.97,54.5,14.2,59.3,55.2,6.4,6.5,6.5,8.2,3,6.1,No
321,22,Femenino,1,2,No,0,Sí,Sí,3.64,67.9,35.0,67.7,83.7,16.8,7.6,4.1,7.0,4,1.6,No
322,19,Masculino,5,3,Sí,16,No,Sí,3.2,90.6,7.2,78.2,83.8,5.9,10.0,6.2,3.7,5,3.1,Sí
323,28,Masculino,6,2,No,0,No,Sí,4.35,84.3,27.8,72.5,64.7,15.4,8.1,7.6,3.6,4,4.7,Sí
324,35,Femenino,8,4,Sí,24,No,Sí,4.7,78.4,28.3,90.9,82.1,25.3,8.1,6.9,2.2,5,7.0,Sí
325,16,Femenino,3,2,No,0,No,Sí,4.01,82.9,11.8,73.6,80.8,4.6,7.8,7.7,5.8,3,9.6,Sí
326,23,Masculino,3,1,Sí,20,No,Sí,3.4,75.3,6.1,70.2,59.7,3.5,8.9,8.1,2.5,6,5.1,No
327,29,Masculino,10,3,Sí,35,No,Sí,3.62,88.2,7.2,95.5,84.7,5.3,5.8,4.8,1.3,5,6.3,Sí
328,31,Masculino,9,3,No,0,Sí,Sí,2.54,44.3,5.0,34.8,17.6,1.5,5.8,6.0,5.3,3,1.9,No
329,29,Femenino,4,5,Sí,37,Sí,Sí,3.51,67.2,8.0,61.7,68.0,3.1,4.5,8.0,3.9,5,3.6,No
330,27,Femenino,4,3,No,0,No,Sí,3.13,59.7,8.0,58.0,49.9,2.5,5.7,6.9,2.3,4,5.7,No
331,34,Femenino,7,3,No,0,No,Sí,3.87,89.7,17.8,86.9,90.5,16.0,7.7,6.6,3.4,3,0.9,Sí
332,30,Femenino,2,4,Sí,18,Sí,Sí,3.54,83.3,8.1,75.5,62.5,6.1,8.2,8.0,3.1,4,5.5,Sí
333,17,Femenino,8,3,Sí,13,No,No,3.32,78.9,9.8,77.3,60.9,5.2,7.2,5.8,6.3,6,4.2,No
334,17,Masculino,6,1,No,0,Sí,Sí,3.26,90.6,17.5,96.0,100.0,6.9,8.6,5.9,1.8,5,5.1,Sí
335,34,Masculino,3,3,No,0,No,Sí,3.44,77.3,12.0,76.3,74.8,4.3,8.4,5.8,6.3,7,3.6,Sí
336,32,Masculino,9,5,No,0,No,Sí,4.24,98.6,28.2,93.3,86.5,17.5,10.0,5.2,5.8,2,6.0,Sí
337,35,Masculino,5,3,No,0,No,Sí,3.5,93.0,4.5,100.0,95.1,4.0,10.0,6.5,2.2,4,7.1,Sí
338,25,Femenino,8,2,No,0,Sí,Sí,4.29,85.3,16.6,99.0,94.1,11.7,9.0,7.0,3.7,2,6.5,Sí
339,21,Masculino,7,2,Sí,19,No,Sí,2.42,57.1,13.3,64.8,85.1,6.9,3.8,5.5,4.0,3,6.4,No
340,30,Masculino,8,2,No,0,No,Sí,3.21,87.0,2.3,78.1,80.7,1.4,10.0,6.7,10.0,4,6.1,Sí
341,26,Masculino,7,3,No,0,No,Sí,3.79,77.6,4.0,68.8,70.2,3.6,5.4,6.1,2.0,2,5.0,No
342,20,Masculino,3,3,Sí,37,No,Sí,3.69,94.0,14.8,97.5,90.0,9.0,9.8,6.7,1.1,6,4.1,Sí
343,16,Masculino,2,2,Sí,12,No,Sí,4.5,96.7,19.2,98.0,100.0,16.9,10.0,8.5,1.1,5,6.8,Sí
344,23,Masculino,7,5,Sí,23,No,Sí,3.46,74.3,2.4,64.5,53.0,0.8,7.8,6.9,3.3,1,3.2,No
345,27,Femenino,3,4,Sí,34,Sí,Sí,3.42,81.7,22.8,84.0,89.2,16.7,7.9,6.9,5.0,10,6.0,Sí
346,27,Masculino,3,3,No,0,No,No,4.09,78.9,7.1,79.7,84.9,4.8,9.7,9.2,1.9,1,5.9,Sí
347,20,Femenino,2,4,Sí,11,No,Sí,4.98,85.2,24.8,97.0,100.0,17.6,9.9,6.2,2.7,1,2.9,Sí
348,22,Masculino,4,2,Sí,33,No,Sí,4.29,94.0,17.7,90.6,70.9,11.3,9.4,7.5,2.4,6,3.1,Sí
349,19,Masculino,8,3,Sí,23,Sí,No,4.01,89.1,14.2,100.0,100.0,4.6,8.4,6.2,1.7,2,6.0,Sí
350,21,Masculino,1,3,No,0,Sí,Sí,3.18,76.3,10.9,87.7,91.3,4.2,6.6,7.7,4.1,8,5.4,Sí
351,28,Masculino,1,4,No,0,Sí,Sí,4.15,86.3,12.7,80.9,73.3,10.9,7.7,5.7,1.3,3,5.7,Sí
352,35,Femenino,5,4,Sí,33,No,Sí,2.88,79.0,12.9,81.9,60.3,5.7,7.8,6.4,4.1,4,4.6,No
353,30,Masculino,5,2,Sí,36,No,Sí,3.57,74.7,15.9,73.0,69.0,14.2,5.5,6.1,2.4,7,8.1,Sí
354,18,Masculino,1,5,No,0,No,Sí,3.74,85.4,11.1,83.4,85.3,7.8,8.5,5.5,4.9,3,6.2,Sí
355,23,Femenino,6,2,No,0,No,No,2.73,74.5,17.8,76.5,61.3,10.1,8.4,4.2,3.3,5,7.7,No
356,35,Masculino,1,5,Sí,39,Sí,Sí,3.37,80.9,13.8,74.6,66.1,11.7,7.4,7.3,1.4,6,4.5,Sí
357,31,Masculino,5,6,Sí,36,No,Sí,2.78,66.1,8.7,53.3,40.7,6.8,6.6,6.0,3.5,5,7.0,No
358,28,Femenino,9,2,Sí,48,No,Sí,3.58,60.1,13.6,55.9,51.5,7.6,6.4,6.5,2.5,7,4.4,No
359,33,Femenino,5,4,Sí,24,No,Sí,3.55,95.8,9.2,100.0,89.1,3.1,10.0,6.6,5.2,4,4.3,Sí
360,25,Masculino,6,1,No,0,No,Sí,3.35,44.9,18.8,43.3,65.0,15.4,4.3,5.0,4.3,1,2.6,No
361,34,Femenino,8,3,No,0,No,Sí,3.9,71.5,20.5,71.3,79.9,15.6,9.3,6.3,5.3,3,5.9,Sí
362,32,Femenino,1,3,No,0,No,Sí,3.85,90.4,30.9,96.7,85.7,23.9,9.0,4.7,2.5,5,3.0,Sí
363,34,Masculino,2,3,No,0,Sí,Sí,3.93,98.6,11.5,85.8,76.2,8.6,8.3,6.2,1.9,3,3.8,Sí
364,20,Femenino,9,5,Sí,10,No,Sí,3.9,87.9,5.1,91.4,76.6,2.4,8.3,8.6,3.0,1,2.3,Sí
365,24,Masculino,3,4,No,0,No,Sí,3.61,65.5,17.2,78.9,77.4,14.0,8.1,6.2,4.3,4,1.2,Sí
366,27,Masculino,6,3,No,0,No,Sí,3.6,92.3,10.2,93.1,100.0,3.1,10.0,5.4,1.9,7,4.8,Sí
367,16,Masculino,5,4,Sí,19,Sí,Sí,3.82,98.2,9.7,82.8,94.8,4.3,7.8,6.2,3.5,3,3.6,Sí
368,16,Masculino,2,5,Sí,26,Sí,Sí,3.43,46.4,7.2,45.8,47.8,2.4,4.3,8.7,3.6,4,5.7,No
369,30,Femenino,7,1,No,0,No,Sí,3.6,77.9,7.3,82.8,79.8,2.7,7.2,6.3,6.0,2,4.9,Sí
370,17,Masculino,4,6,Sí,35,No,Sí,3.29,84.7,16.0,85.6,91.1,9.9,9.4,4.9,1.8,5,7.1,Sí
371,31,Femenino,1,2,Sí,30,No,Sí,3.09,82.6,8.4,84.7,87.5,2.7,6.9,4.6,3.8,4,8.9,Sí
372,23,Femenino,4,4,No,0,Sí,Sí,3.58,85.3,9.1,88.5,92.8,3.7,10.0,6.3,2.3,5,7.3,Sí
373,28,Masculino,6,2,No,0,Sí,Sí,3.88,76.8,12.7,69.4,71.4,5.6,5.9,7.8,2.1,3,5.1,Sí
374,16,Femenino,7,2,No,0,No,Sí,3.28,58.1,14.3,51.7,56.1,9.9,5.6,7.3,7.9,6,6.3,No
375,31,Masculino,7,3,No,0,No,Sí,3.74,78.5,3.9,75.5,61.3,2.3,6.4,8.1,3.8,1,7.6,Sí
376,22,Masculino,7,4,Sí,15,No,Sí,3.89,95.4,7.8,98.5,97.3,4.5,10.0,7.6,6.5,4,4.0,Sí
377,20,Femenino,3,3,No,0,No,Sí,3.69,70.3,7.0,60.8,63.1,5.3,4.6,6.8,2.1,1,6.8,No
378,18,Masculino,6,1,No,0,No,Sí,2.97,85.3,7.1,100.0,95.6,4.1,8.3,3.6,6.9,1,7.6,Sí
379,27,Masculino,8,3,No,0,Sí,Sí,3.51,62.9,10.8,43.5,31.0,5.5,6.1,8.5,2.5,4,5.2,No
380,31,Masculino,4,5,Sí,31,Sí,Sí,3.48,83.0,10.3,69.3,69.4,9.1,7.2,5.1,4.5,10,5.9,No
381,34,Masculino,8,3,No,0,No,Sí,4.11,89.9,12.3,94.4,100.0,3.8,10.0,9.6,1.9,6,9.1,Sí
382,20,Masculino,2,2,No,0,No,Sí,3.68,71.6,11.1,75.3,67.1,5.4,9.2,5.9,1.8,2,3.7,Sí
383,29,Masculino,10,3,Sí,46,Sí,Sí,3.46,94.0,9.7,93.4,92.0,6.5,8.9,5.9,3.0,6,4.5,Sí
384,20,Femenino,9,1,Sí,36,No,Sí,3.32,92.3,3.2,97.8,100.0,2.4,9.4,6.2,6.5,6,6.1,Sí
385,30,Masculino,9,4,Sí,23,No,No,3.36,86.7,6.7,91.3,100.0,5.3,7.9,6.8,5.7,10,3.2,Sí
386,32,Masculino,8,4,Sí,14,Sí,Sí,3.84,69.0,29.0,69.0,63.2,9.5,5.4,5.2,3.2,6,4.9,Sí
387,29,Masculino,10,3,No,0,Sí,Sí,4.68,93.0,22.0,95.1,100.0,16.0,8.0,5.7,2.6,1,2.6,Sí
388,35,Masculino,10,3,Sí,41,Sí,Sí,4.18,76.3,31.7,51.1,59.1,23.2,6.3,7.9,3.5,6,1.2,Sí
389,20,Femenino,1,4,Sí,43,No,Sí,4.03,89.8,10.0,88.8,83.7,4.3,10.0,8.4,1.8,6,5.5,Sí
390,27,Femenino,2,3,No,0,Sí,Sí,3.46,77.4,6.5,77.0,83.3,2.4,8.3,5.5,3.2,2,2.3,Sí
391,31,Femenino,6,4,Sí,19,No,Sí,4.38,83.9,21.3,99.2,97.4,15.9,7.2,7.2,3.1,3,3.2,Sí
392,31,Masculino,10,3,No,0,No,Sí,3.86,90.0,15.3,83.4,77.1,6.9,8.0,6.2,3.1,2,7.0,Sí
393,22,Masculino,5,4,Sí,39,Sí,Sí,3.33,63.4,8.4,63.1,80.3,2.5,5.1,7.4,3.8,5,5.3,No
394,19,Masculino,9,3,No,0,Sí,Sí,3.43,71.9,17.7,83.3,89.8,7.7,4.9,5.7,4.5,5,4.9,Sí
